transaction_id,timestamp,customer_id,account_id,amount,currency,transaction_type,channel,country_of_residence,counterparty_account_id,counterparty_country,customer_segment,kyc_risk_level,is_pep,on_sanctions_list,model_risk_score,tx_count_24h,total_amount_24h,tx_count_7d,total_amount_7d,unique_counterparties_30d
T000000365,2025-12-09T00:24:27Z,C000018,AC00000042,107563,USD,SWIFT_IN,INTERNET,PL,CP00000339,DE,RETAIL_PREMIUM,HIGH,False,False,0.77,0,213549,4,563014,3
T000000366,2025-12-06T06:36:50Z,C000036,AC00000067,764,EUR,INTERNAL,INTERNET,PL,CP00000677,UA,RETAIL_PREMIUM,LOW,False,False,0.12,2,1528,5,4393,5
T000000367,2025-12-02T03:35:26Z,C000020,AC00000090,1690,PLN,CARD_POS,POS,PL,CP00000694,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.19,1,1690,3,2280,4
T000000368,2025-12-07T11:42:24Z,C000006,AC00000073,2597,PLN,SEPA_CREDIT,MOBILE,PL,CP00000520,US,RETAIL_PREMIUM,MEDIUM,False,False,0.21,0,2597,2,4002,2
T000000369,2025-11-11T22:05:07Z,C000114,AC00000115,4181,EUR,SEPA_CREDIT,INTERNET,PL,CP00000667,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.79,15,66294,64,283462,11
T000000370,2025-11-22T03:31:26Z,C000079,AC00000085,33199,EUR,SEPA_CREDIT,INTERNET,PL,CP00000302,DE,HNWI,HIGH,True,False,0.65,4,45007,4,129349,11
T000000371,2025-11-13T07:07:09Z,C000040,AC00000025,568,PLN,SEPA_CREDIT,MOBILE,PL,CP00000433,DE,RETAIL_STANDARD,MEDIUM,False,False,0.2,1,568,5,1059,4
T000000372,2025-11-22T00:50:18Z,C000046,AC00000090,139,USD,INTERNAL,POS,PL,CP00000506,UA,RETAIL_STANDARD,LOW,False,False,0.08,1,139,5,340,3
T000000373,2025-12-01T21:11:12Z,C000068,AC00000087,2746,EUR,CARD_POS,INTERNET,PL,CP00000102,DE,RETAIL_STANDARD,LOW,False,False,0.15,3,8238,6,17976,4
T000000374,2025-12-07T20:22:19Z,C000072,AC00000037,2925,PLN,INTERNAL,POS,PL,CP00000223,GB,RETAIL_STANDARD,MEDIUM,False,False,0.19,3,8775,4,13999,5
T000000375,2025-11-10T15:02:28Z,C000079,AC00000052,49477,USD,SEPA_CREDIT,BRANCH,PL,CP00000386,AE,RETAIL_PREMIUM,HIGH,True,False,0.64,2,62795,5,238624,15
T000000376,2025-11-15T07:13:04Z,C000057,AC00000043,460,USD,CARD_POS,INTERNET,PL,CP00000708,PL,RETAIL_STANDARD,LOW,False,False,0.06,0,460,0,1309,4
T000000377,2025-11-17T11:46:52Z,C000096,AC00000091,18252,USD,SEPA_CREDIT,BRANCH,PL,CP00000231,UA,HNWI,HIGH,True,False,0.62,4,32906,9,53429,8
T000000378,2025-11-28T00:33:22Z,C000072,AC00000019,443,USD,SEPA_CREDIT,POS,PL,CP00000323,DE,RETAIL_STANDARD,LOW,False,False,0.07,1,443,3,735,4
T000000379,2025-11-24T08:50:10Z,C000096,AC00000050,65,EUR,INTERNAL,POS,PL,CP00000677,GB,RETAIL_STANDARD,LOW,False,False,0.09,2,130,3,165,2
T000000380,2025-11-27T12:02:47Z,C000035,AC00000015,1398,PLN,SEPA_CREDIT,MOBILE,PL,CP00000627,NL,RETAIL_PREMIUM,LOW,False,False,0.16,3,4194,4,6647,1
T000000381,2025-11-20T15:55:12Z,C000096,AC00000065,4335,EUR,SEPA_CREDIT,MOBILE,PL,CP00000528,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.9,7,33890,36,98210,6
T000000382,2025-12-05T13:06:55Z,C000121,AC00000123,73782,USD,SWIFT_OUT,INTERNET,PL,CP00000144,PL,SME,MEDIUM,False,False,0.76,0,113308,2,220298,3
T000000383,2025-11-20T03:27:31Z,C000032,AC00000120,1829,PLN,INTERNAL,MOBILE,PL,CP00000084,US,RETAIL_STANDARD,LOW,False,False,0.02,2,3658,2,7051,1
T000000384,2025-12-07T17:22:17Z,C000072,AC00000022,2423,EUR,SEPA_CREDIT,POS,PL,CP00000036,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.02,3,7269,6,7843,4
T000000385,2025-11-26T14:24:27Z,C000053,AC00000124,3851,PLN,INTERNAL,INTERNET,PL,CP00000310,AE,RETAIL_PREMIUM,HIGH,False,False,0.67,28,89200,46,291005,15
T000000386,2025-11-21T12:59:52Z,C000059,AC00000110,2197,PLN,CARD_POS,MOBILE,PL,CP00000395,AE,RETAIL_STANDARD,MEDIUM,False,False,0.12,0,2197,3,6340,1
T000000387,2025-11-22T03:21:03Z,C000109,AC00000020,3979,USD,SEPA_CREDIT,MOBILE,PL,CP00000668,AE,RETAIL_STANDARD,MEDIUM,False,False,0.62,9,36839,29,120771,18
T000000388,2025-12-03T00:20:05Z,C000024,AC00000044,1745,EUR,CARD_POS,MOBILE,PL,CP00000356,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.1,2,3490,5,5854,2
T000000389,2025-11-30T02:18:55Z,C000005,AC00000066,24866,USD,SEPA_CREDIT,INTERNET,PL,CP00000768,NL,RETAIL_PREMIUM,HIGH,True,False,0.89,2,45284,10,96718,11
T000000390,2025-11-24T05:10:40Z,C000103,AC00000107,412,PLN,CARD_POS,MOBILE,PL,CP00000702,AE,RETAIL_STANDARD,LOW,False,False,0.18,2,824,7,1932,5
T000000391,2025-12-10T12:00:33Z,C000123,AC00000107,1725,EUR,SEPA_CREDIT,INTERNET,PL,CP00000221,US,RETAIL_STANDARD,MEDIUM,False,False,0.84,20,40923,36,122328,24
T000000392,2025-12-05T08:14:07Z,C000042,AC00000049,71360,EUR,SWIFT_OUT,INTERNET,PL,CP00000711,US,RETAIL_PREMIUM,MEDIUM,False,False,0.44,2,127718,3,245598,3
T000000393,2025-11-24T12:45:40Z,C000037,AC00000041,114914,USD,SWIFT_OUT,INTERNET,PL,CP00000023,US,SME,MEDIUM,False,False,0.44,2,257364,2,523778,4
T000000394,2025-12-07T14:33:33Z,C000118,AC00000100,1321,EUR,INTERNAL,INTERNET,PL,CP00000291,NL,RETAIL_STANDARD,LOW,False,False,0.13,0,1321,4,2403,1
T000000395,2025-11-10T23:00:52Z,C000036,AC00000055,89750,USD,SWIFT_OUT,BRANCH,PL,CP00000770,NL,SME,HIGH,False,False,0.7,2,160069,4,423782,6
T000000396,2025-12-07T09:30:42Z,C000074,AC00000041,1831,EUR,INTERNAL,INTERNET,PL,CP00000327,NL,RETAIL_STANDARD,LOW,False,False,0.18,2,3662,7,4466,4
T000000397,2025-12-03T19:37:02Z,C000083,AC00000015,19019,PLN,SWIFT_OUT,INTERNET,PL,CP00000279,AE,RETAIL_PREMIUM,HIGH,True,False,0.97,2,35511,12,112477,9
T000000398,2025-11-24T03:54:31Z,C000111,AC00000127,4489,EUR,SEPA_CREDIT,MOBILE,PL,CP00000656,NL,RETAIL_PREMIUM,HIGH,False,False,0.34,16,81487,27,261545,17
T000000399,2025-11-27T02:58:54Z,C000073,AC00000111,2188,EUR,SEPA_CREDIT,MOBILE,PL,CP00000095,DE,RETAIL_PREMIUM,LOW,False,False,0.05,3,6564,4,9782,2
T000000400,2025-11-16T10:42:03Z,C000027,AC00000020,810,EUR,CARD_POS,INTERNET,PL,CP00000653,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.17,2,1620,3,2656,3
T000000401,2025-11-22T14:04:42Z,C000045,AC00000045,1558,USD,CARD_POS,INTERNET,PL,CP00000346,US,RETAIL_STANDARD,LOW,False,False,0.08,0,1558,4,2829,5
T000000402,2025-12-05T17:28:05Z,C000099,AC00000044,1195,EUR,SEPA_CREDIT,MOBILE,PL,CP00000089,NL,RETAIL_STANDARD,LOW,False,False,0.21,3,3585,5,4404,2
T000000403,2025-11-18T17:29:09Z,C000044,AC00000122,2515,USD,SEPA_CREDIT,MOBILE,PL,CP00000223,DE,RETAIL_STANDARD,LOW,False,False,0.02,2,5030,7,10359,3
T000000404,2025-11-26T08:23:11Z,C000120,AC00000015,203,USD,SEPA_CREDIT,POS,PL,CP00000359,US,RETAIL_PREMIUM,LOW,False,False,0.11,0,203,5,226,3
T000000405,2025-11-26T22:07:08Z,C000108,AC00000132,1173,PLN,CARD_POS,MOBILE,PL,CP00000012,US,RETAIL_STANDARD,MEDIUM,False,False,0.05,3,3519,5,6791,2
T000000406,2025-12-08T17:31:59Z,C000019,AC00000020,26557,PLN,SWIFT_IN,BRANCH,PL,CP00000498,GB,SME,HIGH,True,False,0.46,2,29564,6,55948,8
T000000407,2025-11-12T19:19:57Z,C000088,AC00000001,1142,USD,CARD_POS,INTERNET,PL,CP00000263,GB,RETAIL_STANDARD,MEDIUM,False,False,0.15,1,1142,3,2722,1
T000000408,2025-12-09T20:26:42Z,C000087,AC00000135,872,PLN,SEPA_CREDIT,POS,PL,CP00000507,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.19,0,872,3,2309,1
T000000409,2025-11-20T15:13:05Z,C000011,AC00000012,5904,PLN,CARD_POS,INTERNET,PL,CP00000447,PL,RETAIL_STANDARD,HIGH,False,False,0.59,7,48604,22,125507,20
T000000410,2025-11-10T14:17:39Z,C000022,AC00000112,3591,USD,SEPA_CREDIT,MOBILE,PL,CP00000250,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.86,27,93809,61,279976,19
T000000411,2025-11-26T13:12:12Z,C000036,AC00000093,2749,USD,CARD_POS,INTERNET,PL,CP00000071,GB,RETAIL_PREMIUM,HIGH,False,False,0.66,38,92530,68,287167,18
T000000412,2025-11-14T16:18:53Z,C000016,AC00000013,1032,EUR,CARD_POS,MOBILE,PL,CP00000054,UA,RETAIL_STANDARD,MEDIUM,False,False,0.1,0,1032,2,1823,3
T000000413,2025-12-05T14:25:53Z,C000010,AC00000115,3135,EUR,INTERNAL,INTERNET,PL,CP00000725,DE,RETAIL_STANDARD,HIGH,False,False,0.84,18,45498,51,171812,5
T000000414,2025-11-15T06:02:27Z,C000088,AC00000111,2484,PLN,INTERNAL,INTERNET,PL,CP00000703,US,RETAIL_PREMIUM,LOW,False,False,0.18,3,7452,3,16818,3
T000000415,2025-11-21T23:57:51Z,C000042,AC00000005,2820,USD,CARD_POS,INTERNET,PL,CP00000732,AE,RETAIL_PREMIUM,LOW,False,False,0.08,3,8460,7,13575,1
T000000416,2025-11-17T21:43:26Z,C000014,AC00000056,1446,USD,INTERNAL,POS,PL,CP00000259,AE,RETAIL_STANDARD,LOW,False,False,0.13,3,4338,4,12704,3
T000000417,2025-11-21T05:33:26Z,C000017,AC00000038,40330,EUR,SEPA_CREDIT,BRANCH,PL,CP00000472,GB,RETAIL_PREMIUM,HIGH,True,False,0.95,2,70539,5,266644,9
T000000418,2025-11-26T23:08:24Z,C000123,AC00000066,5598,EUR,SWIFT_OUT,BRANCH,PL,CP00000704,AE,RETAIL_PREMIUM,HIGH,True,False,0.94,3,10277,3,40882,7
T000000419,2025-12-01T02:10:40Z,C000057,AC00000089,85,EUR,SEPA_CREDIT,INTERNET,PL,CP00000346,GB,RETAIL_STANDARD,LOW,False,False,0.16,1,85,1,233,2
T000000420,2025-11-24T05:52:40Z,C000119,AC00000075,4299,EUR,SEPA_CREDIT,INTERNET,PL,CP00000158,NL,HNWI,HIGH,True,False,0.88,1,6975,6,20512,8
T000000421,2025-11-22T02:30:39Z,C000041,AC00000103,1918,EUR,SEPA_CREDIT,POS,PL,CP00000505,DE,RETAIL_STANDARD,LOW,False,False,0.1,2,3836,6,8752,5
T000000422,2025-12-09T11:05:34Z,C000064,AC00000004,2891,USD,CARD_POS,INTERNET,PL,CP00000775,UA,RETAIL_STANDARD,LOW,False,False,0.07,0,2891,0,7569,3
T000000423,2025-11-22T13:16:22Z,C000016,AC00000116,578,USD,SEPA_CREDIT,MOBILE,PL,CP00000783,PL,RETAIL_PREMIUM,LOW,False,False,0.15,1,578,2,1042,5
T000000424,2025-11-10T23:23:14Z,C000019,AC00000012,15242,PLN,SEPA_CREDIT,INTERNET,PL,CP00000286,US,HNWI,HIGH,True,False,0.91,3,21784,7,61086,5
T000000425,2025-11-15T11:41:19Z,C000045,AC00000062,2869,PLN,CARD_POS,INTERNET,PL,CP00000367,DE,RETAIL_STANDARD,LOW,False,False,0.12,1,2869,2,3024,1
T000000426,2025-11-15T11:09:04Z,C000136,AC00000082,33551,USD,SEPA_CREDIT,INTERNET,PL,CP00000687,UA,RETAIL_PREMIUM,HIGH,True,False,0.84,5,35207,6,80073,14
T000000427,2025-12-01T00:45:12Z,C000094,AC00000143,49712,USD,SWIFT_IN,BRANCH,PL,CP00000259,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.92,0,55725,0,121818,1
T000000428,2025-12-08T00:13:39Z,C000039,AC00000090,103041,PLN,INTERNAL,BRANCH,PL,CP00000067,GB,SME,LOW,False,False,0.32,24,1965575,79,4731152,30
T000000429,2025-11-10T16:42:58Z,C000134,AC00000014,1461,USD,INTERNAL,INTERNET,PL,CP00000479,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.63,36,42663,58,103051,21
T000000430,2025-12-10T09:28:21Z,C000042,AC00000072,84136,USD,SEPA_CREDIT,BRANCH,PL,CP00000556,UA,SME,MEDIUM,False,False,0.79,1,113072,3,219254,1
T000000431,2025-11-27T04:17:14Z,C000097,AC00000057,2670,PLN,INTERNAL,INTERNET,PL,CP00000075,UA,RETAIL_PREMIUM,HIGH,False,False,0.71,8,17774,36,70024,9
T000000432,2025-11-20T18:37:15Z,C000021,AC00000093,487,EUR,CARD_POS,INTERNET,PL,CP00000307,DE,RETAIL_STANDARD,LOW,False,False,0.12,0,487,4,1319,3
T000000433,2025-12-02T02:52:33Z,C000007,AC00000066,10597,USD,SWIFT_OUT,BRANCH,PL,CP00000038,DE,RETAIL_PREMIUM,HIGH,True,False,0.77,2,15406,7,36674,8
T000000434,2025-11-14T19:54:35Z,C000006,AC00000140,378,USD,SEPA_CREDIT,POS,PL,CP00000764,PL,RETAIL_STANDARD,MEDIUM,False,False,0.08,2,756,6,1609,1
T000000435,2025-11-27T09:04:02Z,C000131,AC00000057,1762,PLN,INTERNAL,POS,PL,CP00000059,US,RETAIL_PREMIUM,LOW,False,False,0.14,1,1762,4,4258,1
T000000436,2025-12-04T13:14:53Z,C000139,AC00000088,179,PLN,INTERNAL,MOBILE,PL,CP00000708,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.19,1,179,1,515,5
T000000437,2025-11-25T03:43:10Z,C000081,AC00000127,1487,PLN,INTERNAL,INTERNET,PL,CP00000125,NL,RETAIL_STANDARD,LOW,False,False,0.12,0,1487,0,2279,4
T000000438,2025-11-17T22:15:12Z,C000109,AC00000018,37460,USD,SEPA_CREDIT,BRANCH,PL,CP00000729,AE,HNWI,HIGH,True,False,0.66,3,53234,9,201839,12
T000000439,2025-11-19T23:50:14Z,C000046,AC00000110,955,USD,INTERNAL,POS,PL,CP00000201,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.08,3,2865,8,3562,5
T000000440,2025-12-08T10:04:42Z,C000127,AC00000061,740,USD,CARD_POS,MOBILE,PL,CP00000336,US,RETAIL_PREMIUM,LOW,False,False,0.08,0,740,2,1711,4
T000000441,2025-11-30T23:49:19Z,C000014,AC00000089,2284,USD,CARD_POS,MOBILE,PL,CP00000520,US,RETAIL_PREMIUM,LOW,False,False,0.1,3,6852,6,20082,5
T000000442,2025-11-13T04:18:56Z,C000048,AC00000003,106573,PLN,SWIFT_IN,INTERNET,PL,CP00000223,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.71,3,215674,4,324543,3
T000000443,2025-11-24T05:59:37Z,C000130,AC00000115,1396,EUR,INTERNAL,MOBILE,PL,CP00000204,GB,RETAIL_STANDARD,LOW,False,False,0.11,0,1396,5,2305,2
T000000444,2025-11-10T11:10:57Z,C000001,AC00000061,264,PLN,INTERNAL,INTERNET,PL,CP00000194,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.22,3,792,6,1270,3
T000000445,2025-11-28T12:07:17Z,C000077,AC00000084,3756,PLN,CARD_POS,INTERNET,PL,CP00000429,DE,RETAIL_STANDARD,MEDIUM,False,False,0.9,34,109693,80,500549,20
T000000446,2025-11-20T11:11:28Z,C000094,AC00000072,62667,USD,SEPA_CREDIT,INTERNET,PL,CP00000074,UA,RETAIL_PREMIUM,HIGH,False,False,0.76,1,73149,4,146670,6
T000000447,2025-11-21T22:42:20Z,C000007,AC00000105,4646,USD,SEPA_CREDIT,MOBILE,PL,CP00000825,AE,RETAIL_STANDARD,HIGH,False,False,0.61,38,151397,61,319327,23
T000000448,2025-11-30T08:14:36Z,C000134,AC00000045,819,EUR,CARD_POS,INTERNET,PL,CP00000783,AE,RETAIL_PREMIUM,LOW,False,False,0.24,2,1638,4,4851,5
T000000449,2025-11-20T01:13:40Z,C000077,AC00000077,610,PLN,CARD_POS,INTERNET,PL,CP00000021,UA,RETAIL_STANDARD,HIGH,False,False,0.37,24,15407,73,46628,5
T000000450,2025-11-29T17:26:46Z,C000021,AC00000064,57363,EUR,SWIFT_IN,INTERNET,PL,CP00000630,AE,SME,MEDIUM,True,False,0.69,2,141357,5,261177,2
T000000451,2025-11-18T04:27:27Z,C000130,AC00000143,1786,EUR,CARD_POS,MOBILE,PL,CP00000706,US,RETAIL_STANDARD,LOW,False,False,0.09,1,1786,4,3732,3
T000000452,2025-11-23T06:38:40Z,C000055,AC00000098,32765,USD,SEPA_CREDIT,BRANCH,PL,CP00000412,PL,SME,HIGH,False,False,0.3,35,1042604,40,5000917,10
T000000453,2025-11-14T00:30:48Z,C000104,AC00000012,93162,USD,SEPA_CREDIT,BRANCH,PL,CP00000702,NL,SME,HIGH,False,False,0.76,2,111517,6,233401,1
T000000454,2025-12-04T10:21:01Z,C000135,AC00000117,1880,USD,SEPA_CREDIT,INTERNET,PL,CP00000404,DE,RETAIL_PREMIUM,LOW,False,False,0.07,2,3760,2,4789,5
T000000455,2025-11-13T08:39:50Z,C000024,AC00000125,31383,USD,SWIFT_OUT,BRANCH,PL,CP00000797,GB,RETAIL_PREMIUM,HIGH,True,False,0.79,3,34709,7,132772,10
T000000456,2025-11-28T23:29:49Z,C000040,AC00000119,1998,USD,INTERNAL,INTERNET,PL,CP00000220,PL,RETAIL_PREMIUM,LOW,False,False,0.1,3,5994,3,10761,3
T000000457,2025-12-10T11:03:58Z,C000149,AC00000021,1032,PLN,SEPA_CREDIT,INTERNET,PL,CP00000464,US,RETAIL_STANDARD,MEDIUM,False,False,0.23,0,1032,5,1930,4
T000000458,2025-11-19T23:44:36Z,C000110,AC00000107,1844,PLN,SEPA_CREDIT,INTERNET,PL,CP00000012,GB,RETAIL_STANDARD,LOW,False,False,0.07,0,1844,1,5136,3
T000000459,2025-11-28T08:42:14Z,C000130,AC00000078,613,PLN,SEPA_CREDIT,MOBILE,PL,CP00000433,US,RETAIL_STANDARD,LOW,False,False,0.05,3,1839,6,5296,4
T000000460,2025-12-02T01:38:01Z,C000104,AC00000118,2995,PLN,CARD_POS,POS,PL,CP00000160,US,RETAIL_PREMIUM,MEDIUM,False,False,0.22,0,2995,1,5329,1
T000000461,2025-11-13T17:24:59Z,C000032,AC00000056,1153,USD,CASH_IN,BRANCH,PL,CP00000122,DE,RETAIL_STANDARD,HIGH,False,False,0.82,31,34002,110,168258,3
T000000462,2025-11-12T18:53:04Z,C000047,AC00000152,1688,EUR,SEPA_CREDIT,MOBILE,PL,CP00000348,GB,RETAIL_STANDARD,MEDIUM,False,False,0.14,1,1688,1,2555,3
T000000463,2025-12-06T09:57:36Z,C000135,AC00000092,105723,PLN,SWIFT_OUT,BRANCH,PL,CP00000359,NL,SME,HIGH,False,False,0.74,3,126384,6,200007,7
T000000464,2025-12-07T19:23:05Z,C000009,AC00000125,1371,EUR,CARD_POS,MOBILE,PL,CP00000889,UA,RETAIL_PREMIUM,LOW,False,False,0.16,0,1371,5,3931,2
T000000465,2025-11-30T20:53:06Z,C000103,AC00000032,907,USD,INTERNAL,MOBILE,PL,CP00000343,US,RETAIL_PREMIUM,MEDIUM,False,False,0.07,0,907,0,1435,4
T000000466,2025-11-20T17:00:51Z,C000084,AC00000077,2914,EUR,SEPA_CREDIT,INTERNET,PL,CP00000777,GB,RETAIL_STANDARD,MEDIUM,False,False,0.14,0,2914,0,4019,2
T000000467,2025-11-21T21:42:15Z,C000119,AC00000148,505,EUR,INTERNAL,MOBILE,PL,CP00000195,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.18,0,505,2,1511,3
T000000468,2025-12-06T20:51:07Z,C000005,AC00000037,833,USD,SEPA_CREDIT,POS,PL,CP00000394,PL,RETAIL_PREMIUM,LOW,False,False,0.2,1,833,2,2223,5
T000000469,2025-11-18T10:45:38Z,C000002,AC00000003,1666,PLN,SEPA_CREDIT,MOBILE,PL,CP00000467,GB,RETAIL_PREMIUM,LOW,False,False,0.08,3,4998,6,8680,4
T000000470,2025-11-18T23:06:01Z,C000061,AC00000049,94490,PLN,INTERNAL,MOBILE,PL,CP00000537,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.49,33,2016904,119,7824386,8
T000000471,2025-12-03T17:48:14Z,C000105,AC00000057,23300,EUR,SEPA_CREDIT,INTERNET,PL,CP00000834,PL,SME,MEDIUM,False,False,0.75,0,47813,3,96578,2
T000000472,2025-11-19T02:07:13Z,C000014,AC00000044,707,EUR,INTERNAL,POS,PL,CP00000825,UA,RETAIL_STANDARD,LOW,False,False,0.15,1,707,4,1403,5
T000000473,2025-11-25T21:11:20Z,C000027,AC00000072,2403,PLN,SEPA_CREDIT,INTERNET,PL,CP00000083,US,RETAIL_PREMIUM,LOW,False,False,0.14,1,2403,1,3587,2
T000000474,2025-12-08T12:28:48Z,C000016,AC00000125,2916,USD,SEPA_CREDIT,MOBILE,PL,CP00000111,PL,RETAIL_STANDARD,LOW,False,False,0.09,0,2916,4,8178,1
T000000475,2025-12-07T15:48:59Z,C000094,AC00000143,561,EUR,SEPA_CREDIT,MOBILE,PL,CP00000443,PL,RETAIL_PREMIUM,HIGH,False,False,0.57,6,2950,21,8184,22
T000000476,2025-12-04T02:24:06Z,C000111,AC00000074,2167,USD,CARD_POS,POS,PL,CP00000793,US,RETAIL_STANDARD,LOW,False,False,0.15,1,2167,3,6006,2
T000000477,2025-12-08T00:36:00Z,C000036,AC00000115,4331,USD,CARD_POS,INTERNET,PL,CP00000374,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.58,31,157639,91,760418,5
T000000478,2025-12-05T09:52:04Z,C000141,AC00000096,2239,USD,SEPA_CREDIT,MOBILE,PL,CP00000946,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.13,2,4478,7,9338,4
T000000479,2025-12-04T21:13:56Z,C000065,AC00000100,2982,USD,SEPA_CREDIT,MOBILE,PL,CP00000794,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.21,0,2982,2,6231,3
T000000480,2025-12-07T10:56:45Z,C000007,AC00000045,64,USD,SEPA_CREDIT,POS,PL,CP00000317,DE,RETAIL_STANDARD,MEDIUM,False,False,0.23,1,64,1,85,1
T000000481,2025-11-15T15:37:05Z,C000120,AC00000105,1169,PLN,CARD_POS,INTERNET,PL,CP00000908,AE,RETAIL_STANDARD,LOW,False,False,0.13,1,1169,5,2576,2
T000000482,2025-11-22T02:34:22Z,C000022,AC00000126,16176,EUR,SWIFT_IN,BRANCH,PL,CP00000515,US,RETAIL_PREMIUM,HIGH,False,False,0.61,1,36914,5,71224,1
T000000483,2025-11-13T22:18:15Z,C000068,AC00000083,77200,PLN,SWIFT_OUT,INTERNET,PL,CP00000793,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.59,2,107258,6,186113,1
T000000484,2025-11-18T22:21:45Z,C000061,AC00000023,511,PLN,CARD_POS,MOBILE,PL,CP00000053,NL,RETAIL_STANDARD,MEDIUM,False,False,0.07,0,511,3,1063,1
T000000485,2025-11-14T19:32:55Z,C000044,AC00000154,77406,PLN,CARD_POS,BRANCH,PL,CP00000949,AE,SME,MEDIUM,False,False,0.41,12,1164696,27,1934994,40
T000000486,2025-11-23T13:23:25Z,C000161,AC00000036,303,EUR,SEPA_CREDIT,MOBILE,PL,CP00000589,UA,RETAIL_STANDARD,LOW,False,False,0.14,3,909,7,1225,2
T000000487,2025-11-25T05:35:47Z,C000012,AC00000157,5140,USD,INTERNAL,MOBILE,PL,CP00000279,AE,RETAIL_PREMIUM,HIGH,False,False,0.45,6,36588,22,104092,18
T000000488,2025-12-04T11:03:09Z,C000046,AC00000122,1081,USD,SEPA_CREDIT,POS,PL,CP00000044,NL,RETAIL_STANDARD,LOW,False,False,0.16,0,1081,4,2540,5
T000000489,2025-11-26T10:46:20Z,C000013,AC00000094,1155,PLN,SEPA_CREDIT,MOBILE,PL,CP00000623,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.04,0,1155,0,2517,4
T000000490,2025-11-30T07:34:24Z,C000148,AC00000157,6850,EUR,SEPA_CREDIT,INTERNET,PL,CP00000372,UA,RETAIL_STANDARD,MEDIUM,False,False,0.48,18,140661,63,383070,10
T000000491,2025-11-28T21:05:14Z,C000109,AC00000123,2101,PLN,SEPA_CREDIT,INTERNET,PL,CP00000517,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.11,2,4202,4,10357,1
T000000492,2025-12-05T22:44:43Z,C000016,AC00000106,2556,USD,SEPA_CREDIT,POS,PL,CP00000308,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.22,2,5112,2,5532,2
T000000493,2025-11-29T02:36:58Z,C000095,AC00000121,1286,EUR,SEPA_CREDIT,MOBILE,PL,CP00000655,DE,RETAIL_STANDARD,MEDIUM,False,False,0.04,3,3858,3,10491,1
T000000494,2025-12-05T04:44:53Z,C000129,AC00000057,2270,USD,CARD_POS,MOBILE,PL,CP00000451,PL,RETAIL_STANDARD,MEDIUM,False,False,0.05,2,4540,6,10191,3
T000000495,2025-11-28T19:15:49Z,C000153,AC00000095,833,USD,SEPA_CREDIT,INTERNET,PL,CP00000927,GB,RETAIL_PREMIUM,HIGH,False,False,0.88,24,22058,54,87227,19
T000000496,2025-12-06T07:28:20Z,C000006,AC00000073,1375,USD,SEPA_CREDIT,POS,PL,CP00000687,DE,RETAIL_STANDARD,LOW,False,False,0.1,3,4125,5,8461,3
T000000497,2025-12-03T16:40:22Z,C000123,AC00000024,2468,USD,SEPA_CREDIT,MOBILE,PL,CP00000879,DE,RETAIL_STANDARD,MEDIUM,False,False,0.19,2,4936,3,6468,3
T000000498,2025-11-17T03:45:28Z,C000021,AC00000083,291,EUR,SEPA_CREDIT,POS,PL,CP00000956,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.15,1,291,2,853,4
T000000499,2025-12-01T11:02:19Z,C000148,AC00000071,594,PLN,INTERNAL,BRANCH,PL,CP00000618,PL,SME,HIGH,False,False,0.62,36,23083,100,103289,2
T000000500,2025-11-24T20:56:00Z,C000026,AC00000073,4270,EUR,SEPA_CREDIT,INTERNET,PL,CP00000774,GB,RETAIL_PREMIUM,HIGH,True,False,0.83,4,7253,6,16753,8
T000000501,2025-11-26T03:03:37Z,C000167,AC00000063,5545,PLN,SWIFT_OUT,BRANCH,PL,CP00000296,UA,HNWI,HIGH,True,False,0.88,3,5988,4,9938,15
T000000502,2025-12-06T08:22:00Z,C000134,AC00000020,86050,USD,SEPA_CREDIT,BRANCH,PL,CP00000074,DE,RETAIL_PREMIUM,HIGH,False,False,0.85,0,167844,4,450366,8
T000000503,2025-11-27T20:51:03Z,C000032,AC00000039,742,PLN,SEPA_CREDIT,POS,PL,CP00000144,NL,RETAIL_PREMIUM,LOW,False,False,0.23,1,742,4,902,3
