transaction_id,timestamp,customer_id,account_id,amount,currency,transaction_type,channel,country_of_residence,counterparty_account_id,counterparty_country,customer_segment,kyc_risk_level,is_pep,on_sanctions_list,model_risk_score,tx_count_24h,total_amount_24h,tx_count_7d,total_amount_7d,unique_counterparties_30d
T000000319,2025-11-20T03:47:48Z,C000051,AC00000096,2852,PLN,INTERNAL,INTERNET,PL,CP00000019,NL,RETAIL_STANDARD,MEDIUM,False,False,0.22,2,5704,4,12836,2
T000000320,2025-12-05T11:01:54Z,C000072,AC00000036,27745,PLN,SWIFT_OUT,BRANCH,PL,CP00000156,NL,RETAIL_PREMIUM,HIGH,True,False,0.76,5,31553,11,88405,13
T000000321,2025-11-28T21:56:52Z,C000058,AC00000070,617,PLN,CARD_POS,INTERNET,PL,CP00000212,US,RETAIL_STANDARD,LOW,False,False,0.09,1,617,2,998,5
T000000322,2025-12-09T14:16:09Z,C000024,AC00000041,56771,PLN,SWIFT_OUT,INTERNET,PL,CP00000031,AE,SME,MEDIUM,False,False,0.82,3,138623,5,300050,5
T000000323,2025-11-18T08:00:29Z,C000073,AC00000079,45266,PLN,SEPA_CREDIT,BRANCH,PL,CP00000611,DE,SME,HIGH,False,False,0.48,0,69659,3,118499,8
T000000324,2025-11-11T00:50:06Z,C000098,AC00000002,2799,EUR,INTERNAL,INTERNET,PL,CP00000423,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.22,1,2799,2,3169,4
T000000325,2025-12-03T11:28:54Z,C000078,AC00000095,2554,EUR,CARD_POS,MOBILE,PL,CP00000321,GB,RETAIL_PREMIUM,LOW,False,False,0.14,0,2554,4,3112,4
T000000326,2025-11-29T11:45:13Z,C000025,AC00000038,1221,EUR,CARD_POS,POS,PL,CP00000408,NL,RETAIL_STANDARD,MEDIUM,False,False,0.21,3,3663,4,6757,5
T000000327,2025-12-03T04:11:14Z,C000015,AC00000024,1660,USD,SEPA_CREDIT,POS,PL,CP00000560,DE,RETAIL_STANDARD,MEDIUM,False,False,0.03,3,4980,5,9470,2
T000000328,2025-11-29T15:55:47Z,C000092,AC00000094,2942,PLN,INTERNAL,INTERNET,PL,CP00000094,PL,RETAIL_STANDARD,MEDIUM,False,False,0.14,3,8826,8,15232,5
T000000329,2025-11-14T22:09:46Z,C000073,AC00000085,642,PLN,SEPA_CREDIT,POS,PL,CP00000167,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.16,1,642,6,707,3
T000000330,2025-11-13T17:20:40Z,C000001,AC00000080,2088,EUR,SEPA_CREDIT,MOBILE,PL,CP00000013,GB,RETAIL_STANDARD,MEDIUM,False,False,0.12,3,6264,7,16379,5
T000000331,2025-11-29T07:48:28Z,C000001,AC00000032,2624,USD,INTERNAL,INTERNET,PL,CP00000285,UA,RETAIL_STANDARD,LOW,False,False,0.21,1,2624,1,3594,1
T000000332,2025-12-06T07:55:25Z,C000039,AC00000043,69651,PLN,SWIFT_IN,BRANCH,PL,CP00000051,PL,SME,MEDIUM,False,False,0.58,1,86506,3,209053,3
T000000333,2025-12-05T12:25:21Z,C000098,AC00000055,32855,USD,SWIFT_OUT,INTERNET,PL,CP00000067,NL,RETAIL_PREMIUM,HIGH,True,False,0.82,1,36864,5,85635,9
T000000334,2025-11-25T13:09:03Z,C000062,AC00000093,1647,USD,INTERNAL,ATM,PL,CP00000620,AE,RETAIL_STANDARD,HIGH,False,False,0.74,19,33509,93,109438,9
T000000335,2025-11-24T16:30:32Z,C000079,AC00000030,15207,USD,SEPA_CREDIT,BRANCH,PL,CP00000298,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.71,0,15754,0,41058,4
T000000336,2025-11-10T09:16:59Z,C000026,AC00000089,23891,EUR,SWIFT_OUT,BRANCH,PL,CP00000261,AE,RETAIL_PREMIUM,HIGH,False,False,0.74,2,34652,6,68814,1
T000000337,2025-11-14T17:01:22Z,C000043,AC00000107,195,EUR,INTERNAL,INTERNET,PL,CP00000491,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.23,1,195,4,255,4
T000000338,2025-11-25T20:51:27Z,C000073,AC00000093,2244,USD,SEPA_CREDIT,MOBILE,PL,CP00000324,UA,RETAIL_STANDARD,MEDIUM,False,False,0.21,0,2244,1,4835,3
T000000339,2025-11-22T08:46:10Z,C000069,AC00000108,1645,PLN,INTERNAL,INTERNET,PL,CP00000585,UA,RETAIL_STANDARD,MEDIUM,False,False,0.11,1,1645,5,2029,3
T000000340,2025-11-16T23:29:16Z,C000058,AC00000107,1288,EUR,CARD_POS,MOBILE,PL,CP00000222,UA,RETAIL_PREMIUM,LOW,False,False,0.2,1,1288,1,2251,1
T000000341,2025-11-13T16:53:03Z,C000044,AC00000062,23452,USD,SWIFT_OUT,INTERNET,PL,CP00000537,NL,RETAIL_PREMIUM,HIGH,True,False,0.75,1,41497,2,147536,11
T000000342,2025-11-12T10:06:30Z,C000040,AC00000006,7706,USD,SEPA_CREDIT,INTERNET,PL,CP00000609,AE,HNWI,HIGH,True,False,0.72,2,11303,2,19867,15
T000000343,2025-11-18T05:20:18Z,C000041,AC00000099,661,EUR,INTERNAL,POS,PL,CP00000121,NL,RETAIL_STANDARD,LOW,False,False,0.14,1,661,3,812,5
T000000344,2025-11-17T15:06:46Z,C000091,AC00000103,751,EUR,INTERNAL,INTERNET,PL,CP00000588,DE,RETAIL_STANDARD,LOW,False,False,0.02,0,751,2,1672,3
T000000345,2025-11-10T13:48:56Z,C000050,AC00000007,13729,PLN,SEPA_CREDIT,BRANCH,PL,CP00000437,GB,HNWI,HIGH,True,False,0.91,5,21913,14,67353,14
T000000346,2025-12-01T05:22:56Z,C000011,AC00000097,1261,EUR,SEPA_CREDIT,MOBILE,PL,CP00000582,DE,RETAIL_STANDARD,MEDIUM,False,False,0.82,35,37025,64,150078,19
T000000347,2025-12-08T23:11:30Z,C000051,AC00000024,118386,USD,SWIFT_IN,BRANCH,PL,CP00000682,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.59,2,198879,2,317818,2
T000000348,2025-11-25T13:42:23Z,C000052,AC00000105,87895,USD,SWIFT_OUT,INTERNET,PL,CP00000110,NL,SME,HIGH,False,False,0.59,0,192371,4,421573,7
T000000349,2025-11-28T01:39:23Z,C000101,AC00000056,6186,USD,SEPA_CREDIT,MOBILE,PL,CP00000351,UA,RETAIL_PREMIUM,HIGH,False,False,0.63,21,112918,73,252223,23
T000000350,2025-11-14T21:10:26Z,C000052,AC00000009,5385,USD,INTERNAL,MOBILE,PL,CP00000112,US,RETAIL_STANDARD,MEDIUM,False,False,0.7,30,150397,81,598654,7
T000000351,2025-11-19T00:09:27Z,C000079,AC00000074,2841,EUR,SEPA_CREDIT,POS,PL,CP00000201,DE,RETAIL_PREMIUM,LOW,False,False,0.15,2,5682,4,12162,3
T000000352,2025-11-26T00:40:30Z,C000109,AC00000017,86943,EUR,SWIFT_OUT,BRANCH,PL,CP00000064,NL,SME,MEDIUM,False,False,0.72,0,87052,4,237750,6
T000000353,2025-12-01T23:53:45Z,C000052,AC00000049,101833,EUR,SWIFT_IN,INTERNET,PL,CP00000559,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.44,1,174369,2,406825,6
T000000354,2025-12-03T03:40:44Z,C000085,AC00000056,2680,PLN,SEPA_CREDIT,POS,PL,CP00000087,DE,RETAIL_STANDARD,MEDIUM,False,False,0.13,3,8040,6,22408,5
T000000355,2025-11-23T23:57:57Z,C000046,AC00000029,15973,PLN,SWIFT_IN,BRANCH,PL,CP00000435,UA,SME,MEDIUM,False,False,0.79,3,36261,4,93125,5
T000000356,2025-11-24T12:52:26Z,C000019,AC00000094,1194,USD,CARD_POS,MOBILE,PL,CP00000540,AE,RETAIL_PREMIUM,LOW,False,False,0.17,3,3582,7,4142,5
T000000357,2025-11-27T21:20:11Z,C000079,AC00000007,94,EUR,INTERNAL,POS,PL,CP00000548,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.09,3,282,6,571,4
T000000358,2025-11-18T20:29:19Z,C000022,AC00000005,822,USD,INTERNAL,BRANCH,PL,CP00000612,US,RETAIL_STANDARD,HIGH,False,False,0.88,33,32931,69,73952,8
T000000359,2025-11-19T03:36:30Z,C000011,AC00000017,117729,USD,SWIFT_OUT,INTERNET,PL,CP00000079,AE,SME,MEDIUM,False,False,0.6,2,162239,6,311735,5
T000000360,2025-12-04T18:33:30Z,C000063,AC00000024,395,USD,SEPA_CREDIT,INTERNET,PL,CP00000034,NL,RETAIL_PREMIUM,LOW,False,False,0.17,1,395,5,1132,2
T000000361,2025-11-14T17:38:09Z,C000074,AC00000094,2665,EUR,SEPA_CREDIT,MOBILE,PL,CP00000056,US,RETAIL_PREMIUM,HIGH,False,False,0.58,13,28443,52,90910,14
T000000362,2025-12-07T01:47:13Z,C000002,AC00000037,1343,EUR,SEPA_CREDIT,POS,PL,CP00000392,US,RETAIL_PREMIUM,MEDIUM,False,False,0.07,0,1343,0,3807,3
T000000363,2025-11-18T09:46:58Z,C000075,AC00000051,2480,EUR,SEPA_CREDIT,MOBILE,PL,CP00000692,US,RETAIL_STANDARD,MEDIUM,False,False,0.31,18,44996,71,183171,10
T000000364,2025-11-13T02:11:42Z,C000045,AC00000029,840,USD,INTERNAL,POS,PL,CP00000291,NL,RETAIL_STANDARD,LOW,False,False,0.18,0,840,0,1880,1
T000000365,2025-12-07T07:58:29Z,C000017,AC00000049,806,USD,SEPA_CREDIT,POS,PL,CP00000664,UA,RETAIL_STANDARD,MEDIUM,False,False,0.23,0,806,5,1103,3
T000000366,2025-11-22T21:44:01Z,C000033,AC00000021,305,PLN,SEPA_CREDIT,INTERNET,PL,CP00000284,AE,RETAIL_STANDARD,MEDIUM,False,False,0.03,3,915,6,1523,1
T000000367,2025-11-16T08:10:45Z,C000051,AC00000023,494,USD,CASH_OUT,ATM,PL,CP00000504,PL,RETAIL_STANDARD,MEDIUM,False,False,0.53,27,16105,60,71761,2
T000000368,2025-11-18T02:11:34Z,C000003,AC00000115,98930,EUR,SWIFT_IN,INTERNET,PL,CP00000153,US,RETAIL_PREMIUM,HIGH,False,False,0.86,0,237366,3,450913,6
T000000369,2025-12-04T12:30:40Z,C000070,AC00000029,6888,PLN,SEPA_CREDIT,INTERNET,PL,CP00000394,US,RETAIL_PREMIUM,MEDIUM,False,False,0.68,36,210396,80,1010979,16
T000000370,2025-11-11T23:15:39Z,C000069,AC00000110,1141,EUR,CASH_IN,ATM,PL,CP00000083,AE,RETAIL_STANDARD,HIGH,False,False,0.83,34,46808,95,131646,9
T000000371,2025-11-29T23:02:21Z,C000063,AC00000011,14416,USD,SWIFT_OUT,BRANCH,PL,CP00000449,US,HNWI,HIGH,True,False,0.9,1,14930,1,49259,12
T000000372,2025-11-25T05:23:56Z,C000124,AC00000107,59470,EUR,SEPA_CREDIT,BRANCH,PL,CP00000017,PL,SME,MEDIUM,False,False,0.42,0,89596,0,188891,4
T000000373,2025-11-29T10:39:10Z,C000061,AC00000117,2922,USD,SEPA_CREDIT,MOBILE,PL,CP00000047,DE,RETAIL_PREMIUM,LOW,False,False,0.21,1,2922,1,3928,1
T000000374,2025-12-05T13:49:49Z,C000015,AC00000064,308,USD,SEPA_CREDIT,MOBILE,PL,CP00000631,DE,RETAIL_STANDARD,MEDIUM,False,False,0.21,1,308,4,515,4
T000000375,2025-12-03T11:37:07Z,C000076,AC00000023,2743,EUR,INTERNAL,INTERNET,PL,CP00000065,PL,RETAIL_STANDARD,MEDIUM,False,False,0.38,15,45383,35,185565,22
T000000376,2025-11-30T08:15:25Z,C000049,AC00000100,1161,PLN,SEPA_CREDIT,INTERNET,PL,CP00000017,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.42,6,5592,21,23040,23
T000000377,2025-11-26T02:21:29Z,C000053,AC00000031,19931,PLN,SWIFT_IN,BRANCH,PL,CP00000626,US,SME,MEDIUM,False,False,0.94,1,41372,5,121031,5
T000000378,2025-11-28T23:08:07Z,C000111,AC00000098,1150,USD,CASH_IN,BRANCH,PL,CP00000520,DE,SME,HIGH,False,False,0.58,34,44987,67,139716,4
T000000379,2025-11-10T11:55:33Z,C000083,AC00000047,47949,EUR,SEPA_CREDIT,INTERNET,PL,CP00000215,GB,SME,MEDIUM,False,False,0.46,2,92312,5,144466,1
T000000380,2025-12-03T02:09:15Z,C000076,AC00000075,46358,EUR,SWIFT_OUT,BRANCH,PL,CP00000430,DE,RETAIL_PREMIUM,HIGH,True,False,0.94,2,57023,3,132027,4
T000000381,2025-11-28T03:35:44Z,C000014,AC00000112,1913,PLN,INTERNAL,MOBILE,PL,CP00000222,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.06,1,1913,4,3341,4
T000000382,2025-12-02T06:39:48Z,C000016,AC00000072,1956,PLN,CARD_POS,INTERNET,PL,CP00000114,AE,RETAIL_STANDARD,LOW,False,False,0.15,3,5868,6,7877,3
T000000383,2025-11-16T13:06:26Z,C000106,AC00000126,75655,PLN,SWIFT_OUT,BRANCH,PL,CP00000606,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.73,2,77300,5,201309,4
T000000384,2025-11-27T10:08:37Z,C000107,AC00000012,2115,PLN,INTERNAL,MOBILE,PL,CP00000482,US,RETAIL_PREMIUM,MEDIUM,False,False,0.07,0,2115,3,4361,4
T000000385,2025-11-10T00:45:48Z,C000056,AC00000034,99887,EUR,SEPA_CREDIT,INTERNET,PL,CP00000303,DE,RETAIL_PREMIUM,HIGH,False,False,0.88,0,102273,2,178231,8
T000000386,2025-12-04T23:26:43Z,C000119,AC00000001,2879,USD,SEPA_CREDIT,POS,PL,CP00000073,GB,RETAIL_STANDARD,LOW,False,False,0.16,2,5758,6,6134,4
T000000387,2025-12-08T11:57:16Z,C000094,AC00000014,1956,PLN,INTERNAL,MOBILE,PL,CP00000393,NL,RETAIL_STANDARD,LOW,False,False,0.25,0,1956,2,3389,5
T000000388,2025-11-13T09:35:22Z,C000123,AC00000054,1494,USD,CARD_POS,MOBILE,PL,CP00000231,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.12,2,2988,6,7053,3
T000000389,2025-12-05T14:25:35Z,C000121,AC00000075,2807,EUR,CARD_POS,MOBILE,PL,CP00000636,NL,RETAIL_PREMIUM,LOW,False,False,0.08,0,2807,1,7814,4
T000000390,2025-11-12T15:57:28Z,C000071,AC00000029,508,USD,CASH_OUT,BRANCH,PL,CP00000152,GB,SME,HIGH,False,False,0.7,37,18452,117,83202,5
T000000391,2025-11-09T20:34:21Z,C000049,AC00000017,4756,PLN,SEPA_CREDIT,INTERNET,PL,CP00000238,AE,RETAIL_PREMIUM,HIGH,False,False,0.64,27,123876,58,491450,15
T000000392,2025-11-18T16:12:41Z,C000067,AC00000059,5101,EUR,SWIFT_OUT,BRANCH,PL,CP00000381,NL,RETAIL_PREMIUM,HIGH,True,False,0.92,1,6902,8,26852,12
T000000393,2025-11-30T15:32:49Z,C000042,AC00000061,90304,PLN,SEPA_CREDIT,BRANCH,PL,CP00000043,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.7,1,150025,3,266556,1
T000000394,2025-11-18T14:22:55Z,C000007,AC00000104,1926,EUR,INTERNAL,INTERNET,PL,CP00000787,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.23,2,3852,3,3885,5
T000000395,2025-12-04T06:50:51Z,C000038,AC00000114,1698,EUR,CASH_OUT,BRANCH,PL,CP00000706,PL,SME,MEDIUM,False,False,0.71,25,53489,53,252041,2
T000000396,2025-11-11T08:06:03Z,C000050,AC00000057,392,EUR,INTERNAL,INTERNET,PL,CP00000201,PL,RETAIL_STANDARD,MEDIUM,False,False,0.09,3,1176,8,2755,1
T000000397,2025-12-09T11:59:58Z,C000093,AC00000102,71051,PLN,SWIFT_IN,BRANCH,PL,CP00000734,AE,SME,MEDIUM,False,False,0.64,2,112201,2,216208,6
T000000398,2025-12-05T02:04:11Z,C000074,AC00000042,108588,USD,INTERNAL,BRANCH,PL,CP00000435,US,SME,MEDIUM,False,False,0.75,8,1160164,84,1559622,14
T000000399,2025-11-23T09:13:01Z,C000070,AC00000107,2959,PLN,SEPA_CREDIT,POS,PL,CP00000570,GB,RETAIL_PREMIUM,LOW,False,False,0.21,1,2959,2,4059,4
T000000400,2025-11-27T21:01:26Z,C000127,AC00000119,60,PLN,CARD_POS,POS,PL,CP00000028,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.05,1,60,3,96,4
T000000401,2025-11-29T18:52:11Z,C000008,AC00000031,41248,EUR,SEPA_CREDIT,INTERNET,PL,CP00000505,PL,HNWI,HIGH,True,False,0.92,5,56169,12,163672,7
T000000402,2025-11-10T15:16:46Z,C000082,AC00000119,718,USD,CARD_POS,INTERNET,PL,CP00000139,NL,RETAIL_PREMIUM,LOW,False,False,0.13,0,718,2,1236,3
T000000403,2025-11-14T13:23:59Z,C000043,AC00000083,2966,EUR,CARD_POS,INTERNET,PL,CP00000702,AE,RETAIL_STANDARD,MEDIUM,False,False,0.38,23,73278,77,226250,22
T000000404,2025-12-04T03:36:48Z,C000106,AC00000088,683,PLN,INTERNAL,POS,PL,CP00000105,DE,RETAIL_STANDARD,MEDIUM,False,False,0.12,1,683,2,1769,5
T000000405,2025-12-05T14:44:12Z,C000005,AC00000123,1535,EUR,INTERNAL,INTERNET,PL,CP00000320,US,RETAIL_STANDARD,MEDIUM,False,False,0.02,1,1535,4,4266,5
T000000406,2025-11-16T14:38:42Z,C000037,AC00000059,1566,EUR,INTERNAL,INTERNET,PL,CP00000129,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.42,11,16707,69,72710,7
T000000407,2025-12-01T04:39:14Z,C000016,AC00000121,321,PLN,CARD_POS,POS,PL,CP00000260,PL,RETAIL_STANDARD,LOW,False,False,0.05,2,642,7,655,1
T000000408,2025-11-11T15:15:30Z,C000072,AC00000090,2100,EUR,INTERNAL,MOBILE,PL,CP00000165,AE,RETAIL_STANDARD,LOW,False,False,0.24,1,2100,5,4494,1
T000000409,2025-12-04T05:30:54Z,C000002,AC00000026,2948,PLN,SEPA_CREDIT,POS,PL,CP00000517,AE,RETAIL_STANDARD,LOW,False,False,0.21,3,8844,5,21192,2
T000000410,2025-11-22T17:45:37Z,C000132,AC00000059,82396,EUR,CASH_IN,ATM,PL,CP00000116,AE,SME,HIGH,False,False,0.12,7,557105,73,859974,24
T000000411,2025-11-28T21:19:07Z,C000114,AC00000058,1802,USD,INTERNAL,INTERNET,PL,CP00000418,NL,RETAIL_STANDARD,LOW,False,False,0.25,1,1802,1,5026,4
T000000412,2025-11-13T00:23:24Z,C000113,AC00000134,538,USD,CARD_POS,POS,PL,CP00000693,PL,RETAIL_STANDARD,LOW,False,False,0.1,1,538,4,969,5
T000000413,2025-11-16T07:37:14Z,C000104,AC00000032,2094,PLN,SEPA_CREDIT,POS,PL,CP00000435,US,RETAIL_PREMIUM,MEDIUM,False,False,0.12,2,4188,7,10603,5
T000000414,2025-11-22T03:36:00Z,C000131,AC00000072,29160,PLN,SWIFT_OUT,INTERNET,PL,CP00000787,GB,SME,MEDIUM,False,False,0.41,0,40125,3,74080,3
T000000415,2025-11-28T21:51:46Z,C000040,AC00000078,363,USD,SEPA_CREDIT,POS,PL,CP00000639,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.2,3,1089,6,1528,4
T000000416,2025-11-09T11:06:33Z,C000111,AC00000031,1591,EUR,INTERNAL,POS,PL,CP00000461,NL,RETAIL_PREMIUM,LOW,False,False,0.13,3,4773,6,5116,2
T000000417,2025-12-02T00:07:29Z,C000125,AC00000029,2753,USD,INTERNAL,MOBILE,PL,CP00000692,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.13,3,8259,6,17546,2
T000000418,2025-11-28T22:48:09Z,C000073,AC00000083,292,PLN,CASH_IN,ATM,PL,CP00000029,UA,SME,MEDIUM,False,False,0.7,14,5047,56,26437,10
T000000419,2025-11-22T22:44:53Z,C000015,AC00000063,81825,PLN,CARD_POS,ATM,PL,CP00000241,US,RETAIL_STANDARD,LOW,False,False,0.65,37,1770925,125,2234909,20
T000000420,2025-11-26T01:17:35Z,C000069,AC00000006,141,USD,INTERNAL,MOBILE,PL,CP00000481,UA,RETAIL_PREMIUM,LOW,False,False,0.18,2,282,5,603,3
T000000421,2025-11-25T04:15:50Z,C000087,AC00000043,1835,USD,INTERNAL,MOBILE,PL,CP00000307,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.02,1,1835,4,4167,1
T000000422,2025-11-21T18:10:59Z,C000024,AC00000025,17644,USD,CASH_OUT,MOBILE,PL,CP00000345,NL,SME,MEDIUM,False,False,0.66,36,826492,96,2238490,23
T000000423,2025-11-23T00:36:22Z,C000065,AC00000132,2292,EUR,CARD_POS,POS,PL,CP00000688,AE,RETAIL_PREMIUM,LOW,False,False,0.17,1,2292,1,5170,5
T000000424,2025-12-10T02:58:21Z,C000069,AC00000137,5137,USD,INTERNAL,INTERNET,PL,CP00000788,GB,RETAIL_PREMIUM,HIGH,False,False,0.49,9,46644,42,158004,12
T000000425,2025-11-12T09:02:22Z,C000053,AC00000106,5792,EUR,INTERNAL,MOBILE,PL,CP00000844,NL,RETAIL_STANDARD,MEDIUM,False,False,0.45,16,83643,64,226537,12
T000000426,2025-11-24T03:37:52Z,C000112,AC00000109,1805,USD,CARD_POS,MOBILE,PL,CP00000038,DE,RETAIL_STANDARD,HIGH,False,False,0.77,23,35477,49,154999,13
T000000427,2025-12-07T13:00:52Z,C000081,AC00000077,2801,PLN,CARD_POS,MOBILE,PL,CP00000417,NL,RETAIL_STANDARD,MEDIUM,False,False,0.13,0,2801,3,8084,2
T000000428,2025-11-28T14:24:39Z,C000081,AC00000085,1016,USD,CARD_POS,INTERNET,PL,CP00000755,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.07,3,3048,4,3927,2
T000000429,2025-11-25T05:22:54Z,C000096,AC00000029,77240,EUR,SWIFT_IN,INTERNET,PL,CP00000559,GB,SME,MEDIUM,False,False,0.83,1,188849,2,386101,6
T000000430,2025-11-26T23:57:54Z,C000080,AC00000093,1018,USD,SEPA_CREDIT,INTERNET,PL,CP00000125,UA,RETAIL_STANDARD,LOW,False,False,0.08,3,3054,6,3102,4
T000000431,2025-11-15T01:56:12Z,C000082,AC00000105,7249,PLN,SEPA_CREDIT,INTERNET,PL,CP00000281,AE,RETAIL_PREMIUM,HIGH,True,False,0.79,3,10663,9,40692,8
T000000432,2025-11-29T05:54:03Z,C000084,AC00000117,263,USD,CARD_POS,INTERNET,PL,CP00000029,AE,RETAIL_STANDARD,MEDIUM,False,False,0.09,1,263,6,496,2
T000000433,2025-11-14T19:02:48Z,C000133,AC00000034,1358,USD,SEPA_CREDIT,MOBILE,PL,CP00000703,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.06,3,4074,6,11191,2
T000000434,2025-11-15T00:17:08Z,C000097,AC00000058,2700,PLN,SEPA_CREDIT,POS,PL,CP00000024,UA,RETAIL_STANDARD,LOW,False,False,0.11,1,2700,1,7960,2
T000000435,2025-11-17T15:23:34Z,C000023,AC00000095,107,PLN,CARD_POS,MOBILE,PL,CP00000581,PL,RETAIL_STANDARD,LOW,False,False,0.24,3,321,6,852,4
T000000436,2025-11-17T20:26:35Z,C000127,AC00000098,2192,PLN,SEPA_CREDIT,MOBILE,PL,CP00000442,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.32,19,49897,47,208575,11
T000000437,2025-11-17T08:26:52Z,C000116,AC00000064,1525,EUR,INTERNAL,ATM,PL,CP00000597,US,RETAIL_STANDARD,HIGH,False,False,0.83,24,34195,74,86609,6
T000000438,2025-11-17T12:37:07Z,C000025,AC00000143,2423,PLN,CARD_POS,MOBILE,PL,CP00000054,NL,RETAIL_STANDARD,HIGH,False,False,0.6,36,101471,84,488883,24
T000000439,2025-11-21T23:27:46Z,C000034,AC00000144,1116,PLN,SEPA_CREDIT,MOBILE,PL,CP00000595,DE,RETAIL_STANDARD,MEDIUM,False,False,0.18,1,1116,5,2216,3
T000000440,2025-11-17T14:12:46Z,C000081,AC00000012,1200,PLN,INTERNAL,INTERNET,PL,CP00000512,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.22,2,2400,5,3758,3
T000000441,2025-11-24T15:27:58Z,C000143,AC00000113,273,PLN,CARD_POS,POS,PL,CP00000194,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.04,1,273,2,292,3
T000000442,2025-11-24T11:26:38Z,C000114,AC00000092,31999,USD,SWIFT_OUT,BRANCH,PL,CP00000575,GB,RETAIL_PREMIUM,HIGH,True,False,0.88,3,35598,5,64401,4
T000000443,2025-11-28T07:16:57Z,C000055,AC00000002,1979,USD,SEPA_CREDIT,MOBILE,PL,CP00000786,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.54,32,73977,57,318453,8
T000000444,2025-12-09T13:49:14Z,C000083,AC00000040,107760,PLN,SWIFT_IN,INTERNET,PL,CP00000084,GB,RETAIL_PREMIUM,HIGH,False,False,0.95,3,181153,5,433192,1
T000000445,2025-12-05T06:40:52Z,C000034,AC00000055,20543,PLN,SEPA_CREDIT,INTERNET,PL,CP00000821,US,HNWI,HIGH,True,False,0.67,2,36939,3,105937,12
T000000446,2025-12-07T00:28:58Z,C000023,AC00000006,1796,PLN,CASH_IN,ATM,PL,CP00000167,GB,SME,HIGH,False,False,0.85,22,40064,90,233081,3
T000000447,2025-12-08T07:55:55Z,C000034,AC00000092,26081,USD,SEPA_CREDIT,BRANCH,PL,CP00000099,AE,RETAIL_PREMIUM,HIGH,True,False,0.91,4,31293,11,116207,10
T000000448,2025-11-23T08:55:17Z,C000110,AC00000024,75755,PLN,SWIFT_IN,BRANCH,PL,CP00000526,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.66,1,149344,2,432500,2
T000000449,2025-11-13T20:53:47Z,C000064,AC00000134,245,EUR,SEPA_CREDIT,INTERNET,PL,CP00000303,UA,RETAIL_STANDARD,MEDIUM,False,False,0.17,0,245,0,496,5
T000000450,2025-11-17T22:54:02Z,C000066,AC00000150,17132,PLN,SWIFT_IN,INTERNET,PL,CP00000788,UA,SME,HIGH,False,False,0.56,0,36161,3,63980,3
T000000451,2025-11-24T02:20:27Z,C000068,AC00000088,25252,PLN,SWIFT_OUT,BRANCH,PL,CP00000217,DE,SME,MEDIUM,False,False,0.66,2,58267,2,125314,1
T000000452,2025-12-07T09:54:20Z,C000125,AC00000078,62281,USD,SWIFT_OUT,INTERNET,PL,CP00000833,UA,SME,MEDIUM,False,False,0.52,3,137451,3,231967,1
T000000453,2025-11-29T18:45:42Z,C000112,AC00000138,115888,PLN,SWIFT_OUT,BRANCH,PL,CP00000089,NL,RETAIL_PREMIUM,HIGH,True,False,0.65,3,141643,6,217099,3
T000000454,2025-11-19T06:41:28Z,C000101,AC00000014,2632,EUR,INTERNAL,POS,PL,CP00000009,PL,RETAIL_PREMIUM,LOW,False,False,0.13,3,7896,6,21297,5
T000000455,2025-11-28T08:13:21Z,C000125,AC00000060,127,USD,SEPA_CREDIT,POS,PL,CP00000063,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.04,3,381,7,621,1
T000000456,2025-11-29T22:35:03Z,C000115,AC00000112,110185,PLN,SEPA_CREDIT,BRANCH,PL,CP00000166,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.8,1,187739,4,346970,4
T000000457,2025-11-23T09:42:56Z,C000093,AC00000121,1206,PLN,CARD_POS,MOBILE,PL,CP00000637,DE,RETAIL_PREMIUM,LOW,False,False,0.2,0,1206,5,2370,2
T000000458,2025-11-24T21:00:52Z,C000061,AC00000054,25513,USD,SWIFT_OUT,INTERNET,PL,CP00000049,PL,HNWI,HIGH,True,False,0.64,2,34622,4,67055,11
